question_id,run,offset,sufficiency_likelihood,native_margin,answer_accuracy
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,0,0.9688561706173884,3.4375000381842256,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,1,0.97557691234244,3.687500100582838,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,2,0.998674977644098,6.625000046333298,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,1,-2,0.6791787121629466,0.7500000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,1,-1,0.7879311931529758,1.3124999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,1,0,0.9989677689796312,6.875000015890691,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,3,-2,0.8175744739711884,1.4999999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,3,-1,0.9284087951081424,2.5624999180436134,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,3,0,0.9993736658908952,7.375000078289304,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,1,-2,0.8807970850182507,2.000000067055226,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,1,-1,0.9669140201811736,3.3749999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,1,0,0.997949256182166,6.187499864201527,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,-2,0.9976768372032282,6.062499881722033,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,-1,0.9603611575664274,3.187499912455678,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,0,0.9988304897040748,6.749999973573722,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,3,-2,0.9362850037479316,2.6874999664723873,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,3,-1,0.9525741258126562,2.999999977648258,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,3,0,0.998755156636036,6.68749995023245,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,1,-2,0.7431680086124811,1.0625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,1,-1,0.6370307944803831,0.5625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,1,0,0.9992445944072972,7.187500053027179,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,2,-2,0.970687769540132,3.5000000102445483,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,2,-1,0.9465966680345108,2.8749999571591616,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,2,0,0.994445074900168,5.187499928288162,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,2,-2,0.3208212975777186,-0.7500000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,2,-1,0.9465966734015936,2.875000063329935,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,2,0,0.9981897888571556,6.312499935447704,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,-2,0.3486451285660856,-0.6250000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,-1,0.9724147192221724,3.5625000540167093,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0,0.9995694428565678,7.749999855688657,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,1,-2,0.9362850065258526,2.687500013038516,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,1,-1,0.8740772318846387,1.9374999701976776,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,1,0,0.904650541848944,2.2500000782310963,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,1,1,0.8670357572253558,1.8749999776482584,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,1,2,0.9840936076540274,4.124999959487468,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,2,-2,0.9399133448818175,2.749999912455678,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,2,-1,0.9046505299595164,2.2499999403953552,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,2,0,0.9688561697181364,3.437500008381903,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,2,1,0.9706877693016416,3.500000001862645,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,3,-2,0.8933093989533708,2.124999925494194,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,3,-1,0.9149009515124916,2.3749999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,3,0,0.952574125728508,2.999999975785613,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,1,-2,0.0373268890174177,-3.2499999534338713,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,1,-1,0.0169149117335357,-4.062500092200935,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,1,0,0.6513548646660542,0.625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,1,-2,0.0043315011785943,-5.437500195228495,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,1,-1,0.7310585786300049,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,1,0,0.9998088956421716,8.562499780440703,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,1,-2,0.0311438304785752,-3.437500001862645,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,1,-1,0.9626731135259804,3.250000024214387,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,1,0,0.9998088956763136,8.562499959130946,0.4
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,-2,0.0311438304785752,-3.437500001862645,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,-1,0.9433475787733796,2.812500076368451,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,0,0.9998204720871458,8.625000314728823,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,-2,0.0259573556907785,-3.6250000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,-1,0.9740426452511078,3.625000096857548,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,0,0.9997388097368264,8.250000214160536,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,-2,0.7879311968878542,1.3125000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,-1,0.9284087975841904,2.5624999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,0,0.9964063980621916,5.625000179745257,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,3,-2,0.718594386544335,0.9374999701976776,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,3,-1,0.9808759609430664,3.93749987706542,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,3,0,0.999831347208281,8.687499776249751,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,1,-2,0.9284087970889808,2.562499947845936,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,1,-1,0.9046505428129514,2.250000089406967,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,1,0,0.999664649869231,7.999999999097781,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,-2,0.8807970865827771,2.0000000819563866,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,-1,0.8354835371034369,1.625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,0,0.9998313472283776,8.687499895429937,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,3,-2,0.95791227058248,3.124999962747097,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,3,-1,0.8872045907347107,2.0624999701976776,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,3,0,0.9986749775250958,6.624999956402462,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,1,-2,0.8267117919359419,1.5624999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,1,-1,0.9648551523991342,3.312499964609742,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,1,0,0.9997388097368662,8.250000214313332,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,-2,0.904650527388829,2.249999910593033,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,-1,0.9688561695495264,3.4375000027939677,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,0,0.9979492560573238,6.1874998031998985,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,3,-2,0.6370307979258678,0.5625000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,3,-1,0.9046505383142494,2.250000037252903,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,3,0,0.9994472213824034,7.500000034982804,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,1,-2,0.9996200154914444,7.875000016312697,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,1,-1,0.9465966694469008,2.874999985098839,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,1,0,0.9950945949648284,5.31250013737008,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,-2,0.9994472213162864,7.499999915307853,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,-1,0.9433475743933906,2.812499994412065,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,0,0.9875683465112896,4.3749997853301466,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,1,0.970687770043612,3.5000000279396772,0.4
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,2,0.9924227594429826,4.875000094529241,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,1,-2,0.6926419926516189,0.8125000447034836,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,1,-1,0.8991213786215104,2.187500014901161,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,1,0,0.9984988174752336,6.499999821186066,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,3,-2,0.978384667394918,3.8125000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,3,-1,0.8991213694984329,2.187499914318323,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,3,0,0.99509459521941,5.312500189524144,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,-2,0.9820137861886836,3.9999997820705175,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,-1,0.9808759629870604,3.9374999860301614,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,0,0.9997965730021388,8.499999902618583,0.4
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,3,-2,0.9994806951139338,7.56249995843973,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,3,-1,0.9241418202399132,2.5000000037252903,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,3,0,0.9985896416606156,6.562500111642294,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,1,-2,0.665410558746814,0.6875,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,1,-1,0.928408805259938,2.5625000707805157,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,1,0,0.9994115911795092,7.437499996711267,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,-2,0.5774953651858118,0.3125,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,-1,0.9433475760856592,2.812500026077032,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,0,0.9997388096276458,8.249999796040356,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,1,-2,0.6370307979258678,0.5625000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,1,-1,0.8354835360793486,1.6249999925494194,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,1,0,0.9990302479753176,6.93749994126847,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,1,1,0.9740426428728448,3.625000002793968,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,1,2,0.9950945939067224,5.3124999206047505,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,-2,0.6791786959285045,0.7499999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,-1,0.960361161395375,3.187500013038516,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,0,0.9988304898408804,6.750000090687536,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,3,-2,0.9981897892737632,6.312500166008249,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,3,-1,0.3486451387178759,-0.6249999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,3,0,0.99287857162797,4.937500052852556,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,3,1,0.7981867789397953,1.3750000074505806,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,3,2,0.955319130283892,3.062500013038516,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,1,-2,0.8872045952083047,2.062500014901161,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,1,-1,0.8438951045175643,1.6875000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,1,0,0.9928785710501264,4.937499971129,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,1,1,0.999851161510416,8.812499952888174,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,2,-2,0.8872045922259088,2.062499985098839,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,2,-1,0.9688561717414532,3.4375000754371285,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,2,0,0.9890130559222516,4.499999866820872,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,2,1,0.9970189672255106,5.8124999849824235,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,2,2,0.9950945939715046,5.312499933876097,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,3,-2,0.6654105487940596,0.6874999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,3,-1,0.9196425336554884,2.4375000335276127,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,3,0,0.9968273175279008,5.750000117113814,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,1,-2,0.7981867825403176,1.3750000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,1,-1,0.8175744806385543,1.5000000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,1,0,0.9985896414971516,6.562499995576218,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,2,-2,0.5312093733737563,0.125,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,2,-1,0.7772998714925403,1.2500000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,2,0,0.9992903296545416,7.250000075640855,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,-2,0.9362850045257496,2.6874999795109034,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,-1,0.9626731144630216,3.250000050291419,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0,0.999480695113541,7.5624999576830305,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,1,-2,0.8670357615200474,1.8750000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,1,-1,0.5621765008857981,0.25,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,1,0,0.9997834559423864,8.437499964347808,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,-2,0.8267117951380392,1.5625000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,-1,0.980875963755742,3.937500027008354,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,0,0.9989012688131697,6.812499896215741,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,3,-2,0.9896718489609764,4.56250014482066,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,3,-1,0.9669140214623247,3.374999995343387,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,3,0,0.9981897889550756,6.312499989639036,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,-2,0.8740772310645814,1.937499962747097,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,-1,0.9241418246795768,2.500000067055226,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,0,0.9968273173401306,5.750000057742,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,1,0.9890130554516734,4.499999823514372,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,2,0.9883127420419564,4.437500003259629,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,1,-2,0.97241471729855,3.562499982304871,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,1,-1,0.9362850030812306,2.6874999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,1,0,0.9947798743463406,5.250000007683411,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,1,-2,0.9994806951449764,7.562500018248102,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,1,-1,0.9755769077046772,3.68749990593642,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,1,0,0.9995416871243168,7.687500054467819,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,1,-2,0.0169149127556629,-4.062500030733645,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,1,-1,0.9196425248459044,2.437499914318323,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,1,0,0.999480695175702,7.562500077445293,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,2,-2,0.0159063916535013,-4.12500000372529,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,2,-1,0.9433475729997576,2.8124999683350325,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,2,0,0.9998840806438176,9.062499887873855,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,3,-2,0.0159063910557892,-4.125000041909516,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,3,-1,0.9553191321920376,3.0625000577419996,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,3,0,0.9998840806299764,9.0624997684572,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,1,-2,0.7057850402140659,0.8750000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,1,-1,0.9840936070198693,4.124999918974936,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,1,0,0.9964063971009424,5.624999911291525,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,2,-2,0.4532618480153861,-0.1875,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,2,-1,0.7549149868676283,1.125,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,2,0,0.9999599363030296,10.124999881649272,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,-2,0.705785030931275,0.8750000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,-1,0.9553191277396984,3.0624999534338713,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,0,0.9999516743618758,9.937500001306034,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,1,-2,0.8519528066669902,1.750000037252903,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,1,-1,0.3629692089651014,-0.5624999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,1,0,0.999884080650757,9.062499947744072,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,-2,0.9770226292536686,3.749999962747097,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,-1,0.9688561699710508,3.4375000167638063,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,0,0.9971990727262554,5.8749998902203515,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,3,-2,0.5,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,3,-1,0.7185943895575957,0.9374999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,3,0,0.9950945934532484,5.312499827705324,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,3,1,0.8740772384450968,1.9375000298023224,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,1,-2,0.6370307979258678,0.5625000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,1,-1,0.9985896417524308,6.562500176834874,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,1,0,0.9399133489844308,2.749999985098839,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,1,1,0.999195914085556,7.12500002636807,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,1,2,0.9992903295685986,7.249999954452505,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,-2,0.867035760661109,1.8750000074505808,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,-1,0.7431680000799575,1.0624999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,0,0.9997388096120856,8.249999736450263,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,3,-2,0.8991213728773506,2.187499951571226,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,3,-1,0.6926419831347361,0.8125,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,3,0,0.9996849613219544,8.062500050917151,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,1,-2,0.4843800842769844,-0.0625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,1,-1,0.9553191267061196,3.0624999292194843,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,1,0,0.9973683264917068,5.937500177766196,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,1,-2,0.936285008748189,2.687500050291419,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,1,-1,0.9496693697172954,2.937500048428774,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,1,0,0.9993736657413675,7.374999839405064,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,2,-2,0.9626731134590488,3.250000022351742,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,2,-1,0.7772998637541535,1.2500000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,2,0,0.9992903294903338,7.24999984409078,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,3,-2,0.8596637487122111,1.8124999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,3,-1,0.952574126738285,2.999999998137355,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,3,0,0.9975273764347656,5.999999834340997,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,-2,0.904650527388829,2.249999910593033,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,-1,0.9099070023734244,2.3124999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,0,0.8807970779778823,2.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,1,0.6370307910348985,0.5624999850988388,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,2,0.6513548680499843,0.6250000149011612,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,2,-2,0.9971990729558168,5.874999972409569,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,2,-1,0.924141819456443,2.4999999925494194,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,2,0,0.99966464982917,7.999999879597453,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,3,-2,0.9867771784056693,4.3125000121071935,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,3,-1,0.9465966662454832,2.8749999217689037,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,3,0,0.9998911030583384,9.124999709463737,1.0
