sample,comparison,question_id,delta
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,-0.31493069941959057
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,-0.34590248691837916
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,-0.3864112035059048
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,-0.5312417854053654
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,-0.2940489730020596
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,-0.24541688250288737
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,-0.5050959415890667
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,-0.28096666856023206
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,-0.49323907781667814
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,-0.3954691482050667
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,-0.4647747050419435
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,-0.36357184268011267
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,-0.49996140903241143
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,-0.24276765829347136
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,-0.4402295621395005
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,-0.19519246535893955
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,-0.06259840644883687
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,-0.39624621329760307
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,-0.4805833479525841
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,-0.4602626133368002
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,-0.5966692669969834
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,-0.5231227356675819
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,-0.18015582231886207
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,-0.28222222258399365
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,-0.18985243127985585
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,-0.360621563977453
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,-0.4574541221941298
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,-0.3474849307513371
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,-0.3475134611306409
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,-0.16251992377020355
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,-0.48921906570216867
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,-0.4202346421772052
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,-0.26410271890191306
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,-0.4449570258998288
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,-0.3952607803281671
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,-0.21621823753269276
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,-0.5550503580171214
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,-0.32358061668524796
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,-0.4949146187575246
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,-0.5124909258727514
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,-0.11971106487648357
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,-0.18606439575781716
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,-0.3077167298553218
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,-0.44689321048595815
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,-0.265496044660849
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,-0.24342952758911737
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,-0.49501475454092736
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,-0.4661838855806153
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,-0.4221209454968396
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,-0.37523586193651126
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,-0.24747061197537343
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,-0.3469561903662171
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,-0.4516033627725025
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,-0.19754694301539857
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,-0.23204247410170264
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,-0.3834540004641626
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,-0.47921170733739044
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,-0.21469711270451972
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,-0.3199280564924556
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,-0.41052584952791893
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,-0.13363316219476823
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,-0.21816622611140823
