run_question,round,question_id,first_visible_any_tau,first_visible_any_step,first_s_positive_tau,first_s_positive_step,first_committed_any_tau,first_committed_any_step,first_visible_full_tau,first_visible_full_step,first_committed_full_tau,first_committed_full_step
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.3333333333333333,2.0,0.5,3.0,0.5,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.1818181818181818,2.0,,,0.4545454545454545,5.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.1333333333333333,2.0,0.1333333333333333,2.0,0.2,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.1052631578947368,2.0,0.1052631578947368,2.0,0.2105263157894736,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.1052631578947368,2.0,0.1578947368421052,3.0,0.1578947368421052,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.1333333333333333,2.0,0.1333333333333333,2.0,0.2,3.0,0.4666666666666667,7.0,0.8,12.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,0.25,2.0,0.25,2.0,0.375,3.0,0.375,3.0,0.375,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,0.3333333333333333,2.0,0.5,3.0,0.5,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,0.3333333333333333,2.0,0.5,3.0,1.0,6.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,0.4,2.0,0.4,2.0,0.6,3.0,1.0,5.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,0.4,2.0,0.4,2.0,0.6,3.0,0.4,2.0,0.6,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,0.1666666666666666,2.0,0.5,6.0,,,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,0.1538461538461538,2.0,0.2307692307692307,3.0,0.2307692307692307,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,0.2222222222222222,2.0,,,0.4444444444444444,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,0.2,2.0,0.2,2.0,0.3,3.0,0.7,7.0,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,0.1666666666666666,2.0,0.4166666666666667,5.0,0.3333333333333333,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,0.5,2.0,0.5,2.0,0.75,3.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,0.6666666666666666,4.0,0.5,3.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,0.5,3.0,0.6666666666666666,4.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1.0,7.0,0.4285714285714285,3.0,1.0,7.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.1818181818181818,2.0,0.1818181818181818,2.0,0.2727272727272727,3.0,0.1818181818181818,2.0,0.2727272727272727,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,0.3333333333333333,2.0,0.3333333333333333,2.0,0.5,3.0,1.0,6.0,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,0.4,2.0,0.8,4.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,0.2857142857142857,2.0,0.2857142857142857,2.0,0.5714285714285714,4.0,0.4285714285714285,3.0,1.0,7.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,,,0.5,2.0,,,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,0.3,3.0,0.2,2.0,0.3,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,0.375,3.0,0.375,3.0,0.5,4.0,0.75,6.0,1.0,8.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.4,2.0,0.4,2.0,0.6,3.0,1.0,5.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,0.5,2.0,0.5,2.0,1.0,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,0.6666666666666666,4.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,0.2857142857142857,2.0,0.2857142857142857,2.0,0.7142857142857143,5.0,0.8571428571428571,6.0,1.0,7.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,0.25,2.0,0.25,2.0,0.375,3.0,0.75,6.0,0.875,7.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,0.1428571428571428,2.0,0.2857142857142857,4.0,0.3571428571428571,5.0,0.2857142857142857,4.0,0.7857142857142857,11.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.6666666666666666,2.0,1.0,3.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,0.4,2.0,0.4,2.0,0.6,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,0.2222222222222222,2.0,0.4444444444444444,4.0,0.4444444444444444,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.1818181818181818,2.0,0.1818181818181818,2.0,0.2727272727272727,3.0,0.7272727272727273,8.0,0.8181818181818182,9.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.1363636363636363,3.0,0.1818181818181818,4.0,0.1818181818181818,4.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,0.4,2.0,0.4,2.0,1.0,5.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,0.2,2.0,0.3,3.0,0.3,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,0.4,2.0,0.4,2.0,0.6,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,0.3333333333333333,2.0,0.6666666666666666,4.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,0.5,2.0,0.5,2.0,,,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,0.2222222222222222,2.0,0.3333333333333333,3.0,0.6666666666666666,6.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,0.4,2.0,0.4,2.0,0.6,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,0.5,2.0,0.5,2.0,1.0,4.0,1.0,4.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,0.1818181818181818,2.0,0.2727272727272727,3.0,0.2727272727272727,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,0.2222222222222222,2.0,0.2222222222222222,2.0,0.3333333333333333,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,0.4,2.0,0.4,2.0,0.6,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,0.2222222222222222,2.0,0.3333333333333333,3.0,0.3333333333333333,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,0.5,2.0,0.5,2.0,1.0,4.0,1.0,4.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,0.4,2.0,0.4,2.0,1.0,5.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,0.2857142857142857,2.0,0.2857142857142857,2.0,0.7142857142857143,5.0,0.5714285714285714,4.0,1.0,7.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,0.2857142857142857,2.0,0.2857142857142857,2.0,0.4285714285714285,3.0,0.8571428571428571,6.0,1.0,7.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,0.1176470588235294,2.0,0.1176470588235294,2.0,0.1764705882352941,3.0,0.3529411764705882,6.0,0.4117647058823529,7.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,,,0.2222222222222222,2.0,,,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,,,0.5,2.0,,,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,0.2307692307692307,3.0,0.2307692307692307,3.0,0.2307692307692307,3.0,0.7692307692307693,10.0,0.8461538461538461,11.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,0.25,2.0,0.25,2.0,0.375,3.0,,,,
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,0.1052631578947368,2.0,0.1578947368421052,3.0,0.2105263157894736,4.0,0.6842105263157895,13.0,0.6842105263157895,13.0
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,0.1428571428571428,2.0,0.1428571428571428,2.0,0.2857142857142857,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.3333333333333333,2.0,0.3333333333333333,2.0,0.5,3.0,0.8333333333333334,5.0,0.8333333333333334,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.5,2.0,0.75,3.0,1.0,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.1428571428571428,2.0,0.1428571428571428,2.0,0.2857142857142857,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.4,2.0,0.4,2.0,0.6,3.0,1.0,5.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.1333333333333333,2.0,0.4,6.0,0.2,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.2222222222222222,2.0,,,0.7777777777777778,7.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.1538461538461538,2.0,0.1538461538461538,2.0,0.3076923076923077,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.0769230769230769,2.0,0.0769230769230769,2.0,0.1153846153846153,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.1176470588235294,2.0,0.1764705882352941,3.0,0.2352941176470588,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.3333333333333333,2.0,0.3333333333333333,2.0,0.5,3.0,0.8333333333333334,5.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,0.4,2.0,0.4,2.0,0.6,3.0,0.6,3.0,0.6,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.4,2.0,0.4,2.0,0.6,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
