round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,explicit_j,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,explicit_positive,terminal
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,17,22,0.7727272727272727,0.3333333333333333,-2.8749999068677425,0.6386138613861386,"[""read""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,18,22,0.8181818181818182,0.3333333333333333,-2.000000022351742,0.9455445544554456,"[""read""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,19,22,0.8636363636363636,0.3333333333333333,-2.687500039115548,0.6683168316831684,"[""read""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,20,22,0.9090909090909092,0.6666666666666666,-2.500000037252903,0.608910891089109,"[""read""]",False,True,3,0.6666666666666666,[1],1,0.3333333333333333,[1],[1],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,21,22,0.9545454545454546,0.6666666666666666,-2.437500022351742,0.45049504950495045,"[""read""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,22,22,1.0,0.6666666666666666,-3.8750000540167098,0.2079207920792079,"[""finish""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,1,11,0.0909090909090909,0.0,-4.000000195577741,0.8168316831683169,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,11,0.1818181818181818,0.0,-0.125,1.0,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,3,11,0.2727272727272727,0.5,3.2499999944120646,1.0,"[""search""]",False,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,4,11,0.3636363636363636,0.5,-2.000000074505806,0.22277227722772275,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,5,11,0.4545454545454545,0.5,-2.250000052154064,0.5841584158415842,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,6,11,0.5454545454545454,0.5,-3.5624999245628715,0.9603960396039604,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,7,11,0.6363636363636364,0.5,-3.9999999227002263,0.32178217821782173,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,8,11,0.7272727272727273,0.5,-4.312499892432243,0.27227722772277224,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,9,11,0.8181818181818182,0.5,-3.2499999534338713,0.47029702970297027,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,10,11,0.9090909090909092,0.5,-4.062500092200935,0.5891089108910892,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,11,11,1.0,1.0,0.625,1.0,"[""finish""]",False,False,2,1.0,[2],1,0.5,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,1,3,0.3333333333333333,0.0,-5.437500195228495,0.7524752475247525,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,3,0.6666666666666666,0.0,1.0,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,3,3,1.0,1.0,8.562499780440703,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,1,3,0.3333333333333333,0.0,-3.437500001862645,0.7524752475247525,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,3,0.6666666666666666,0.0,3.250000024214387,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,3,1.0,1.0,8.562499959130946,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,1,3,0.3333333333333333,0.0,-3.875000085681677,0.9554455445544554,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,3,0.6666666666666666,0.0,3.125000035390258,0.995049504950495,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,3,3,1.0,0.5,3.374999998137355,1.0,"[""finish""]",False,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,1,4,0.25,0.0,-5.000000064726919,0.7722772277227723,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,4,0.5,0.0,2.562499947845936,1.0,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,3,4,0.75,0.0,2.250000089406967,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,4,4,1.0,1.0,7.999999999097781,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,1,4,0.25,0.0,-4.250000151339918,0.9554455445544554,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,4,0.5,0.0,1.5624999850988388,1.0,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,3,4,0.75,0.0,3.312499964609742,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,4,4,1.0,1.0,8.250000214313332,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,1,7,0.1428571428571428,0.0,-4.125000203028321,0.8316831683168318,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,2,7,0.2857142857142857,0.0,-0.1875,0.995049504950495,"[""read""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,3,7,0.4285714285714285,0.25,2.0000000968575478,1.0,"[""search""]",False,True,4,0.25,[1],1,0.25,[1],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,7,0.5714285714285714,0.25,0.5,0.995049504950495,"[""read""]",False,True,4,0.25,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,5,7,0.7142857142857143,0.5,3.749999993480742,0.995049504950495,"[""search""]",False,True,4,0.5,[2],1,0.25,[2],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,6,7,0.8571428571428571,0.5,1.7499999776482582,1.0,"[""read""]",False,True,4,0.5,[3],1,0.25,[],[3],"[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,7,7,1.0,0.75,4.874999836087227,1.0,"[""finish""]",False,True,4,0.75,"[2,3]",2,0.5,"[2,3]","[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,1,5,0.2,0.0,-3.374999910593033,0.8415841584158416,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,5,0.4,0.0,2.499999985098839,1.0,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,5,0.6,0.5,7.875000016312697,1.0,"[""search""]",False,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,4,5,0.8,0.5,2.874999985098839,0.806930693069307,"[""read""]",False,False,2,0.5,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,5,5,1.0,1.0,5.31250013737008,1.0,"[""finish""]",False,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,1,7,0.1428571428571428,0.0,-4.0000001564621925,0.8118811881188119,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,7,0.2857142857142857,0.0,-2.500000022351742,0.9554455445544554,"[""search""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,3,7,0.4285714285714285,0.0,-2.249999988824129,1.0,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,4,7,0.5714285714285714,0.5,1.9999999552965164,1.0,"[""read""]",False,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,5,7,0.7142857142857143,0.5,0.8125000447034836,0.9801980198019802,"[""search""]",False,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,6,7,0.8571428571428571,0.5,2.187500014901161,0.995049504950495,"[""read""]",False,False,2,0.5,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,7,7,1.0,1.0,6.499999821186066,1.0,"[""finish""]",False,False,2,1.0,[2],1,0.5,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,1,3,0.3333333333333333,0.0,-4.249999881256372,0.9059405940594059,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,3,0.6666666666666666,0.0,2.562499936670065,1.0,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,3,3,1.0,0.5,8.812499952371581,1.0,"[""finish""]",False,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,1,6,0.1666666666666666,0.0,-5.125000142492354,0.7475247524752475,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,6,0.3333333333333333,0.0,2.375000052154064,1.0,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,3,6,0.5,0.0,7.187500051979441,1.0,"[""read""]",True,False,2,0.0,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,4,6,0.6666666666666666,0.5,0.6875,0.09405940594059406,"[""search""]",True,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,5,6,0.8333333333333334,0.5,2.5625000707805157,1.0,"[""read""]",True,False,2,0.5,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,6,6,1.0,1.0,7.437499996711267,0.9900990099009901,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,1,6,0.1666666666666666,0.0,-4.125000189989805,0.8118811881188119,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,6,0.3333333333333333,0.0,0.5625000149011612,0.995049504950495,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,3,6,0.5,0.0,1.6249999925494194,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,4,6,0.6666666666666666,1.0,6.93749994126847,1.0,"[""search""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,5,6,0.8333333333333334,1.0,3.6250000027939677,1.0,"[""read""]",True,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,6,6,1.0,1.0,5.3124999206047505,1.0,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,1,11,0.0909090909090909,0.0,-5.000000004656613,0.7524752475247525,"[""search""]",True,False,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,2,11,0.1818181818181818,0.0,-0.6250000149011612,1.0,"[""search""]",True,False,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,3,11,0.2727272727272727,0.0,-5.499999858438969,1.0,"[""read""]",True,False,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,11,0.3636363636363636,0.25,-1.3125,0.9851485148514851,"[""search""]",True,False,4,0.25,[1],1,0.25,[1],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,5,11,0.4545454545454545,0.25,0.8125000149011612,0.9405940594059405,"[""read""]",True,False,4,0.25,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,6,11,0.5454545454545454,0.5,-0.0625,0.9900990099009901,"[""search""]",True,False,4,0.5,[2],1,0.25,[2],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,7,11,0.6363636363636364,0.5,2.000000014901161,1.0,"[""search""]",True,False,4,0.5,[3],1,0.25,[],[3],"[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,8,11,0.7272727272727273,0.5,2.062500014901161,1.0,"[""search""]",True,False,4,0.5,[3],1,0.25,[],[3],"[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,9,11,0.8181818181818182,0.5,1.6875000149011612,1.0,"[""read""]",True,False,4,0.5,[4],1,0.25,[],[4],"[1,2,4]",0.75,"[1,2,3,4]","[1,2,3,4]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,10,11,0.9090909090909092,1.0,4.937499971129,1.0,"[""workingMemory""]",True,False,4,1.0,"[3,4]",2,0.5,"[3,4]","[3,4]","[1,2,3,4]",1.0,"[1,2,3,4]","[1,2,3,4]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,True,False
