round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,terminal,prev_native_s,delta_native_s,prev_committed_r,delta_committed_r,prev_current_preview_coverage,delta_current_preview_coverage,prev_ever_seen_or_committed_coverage,delta_ever_seen_or_committed_coverage,full_committed,current_preview_any,prev_native_positive,reversal
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,2,12,0.1666666666666666,0.0,0.7500000447034836,"[""search""]",False,True,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,True,False,-5.187500147148967,5.93750019185245,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,False,True,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,3,12,0.25,0.0,0.6875,"[""search""]",False,True,3,0.0,[2],1,0.3333333333333333,[],[2],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,True,False,0.7500000447034836,-0.06250004470348358,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,False,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,4,12,0.3333333333333333,0.0,-1.25,"[""read""]",False,True,3,0.0,[],0,0.0,[],[],[],0.0,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,0.6875,-1.9375,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,False,False,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,5,12,0.4166666666666667,0.6666666666666666,-0.9375000447034836,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,"[1,2]","[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-1.25,0.3124999552965164,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,6,12,0.5,0.6666666666666666,-1.3750000298023224,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-0.9375000447034836,-0.4374999850988388,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,7,12,0.5833333333333334,0.6666666666666666,-2.562500074505806,"[""read""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-1.3750000298023224,-1.1875000447034836,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,8,12,0.6666666666666666,0.6666666666666666,-2.499999985098839,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-2.562500074505806,0.06250008940696716,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,9,12,0.75,0.6666666666666666,-2.3124999441206455,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-2.499999985098839,0.18750004097819328,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,10,12,0.8333333333333334,0.6666666666666666,-3.4374999972060323,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-2.3124999441206455,-1.1250000530853868,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,11,12,0.9166666666666666,0.6666666666666666,-4.1250001564621925,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,False,-3.4374999972060323,-0.6875001592561603,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,12,12,1.0,0.6666666666666666,-4.24999996740371,"[""finish""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,True,-4.1250001564621925,-0.12499981094151735,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,1,14,0.0714285714285714,0.0,-4.125000076368451,"[""search""]",True,True,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,,,,,,,,,False,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,2,14,0.1428571428571428,0.0,0.5624999701976776,"[""search""]",True,True,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,True,False,-4.125000076368451,4.687500046566129,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,False,True,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,3,14,0.2142857142857142,0.0,2.3749999701976776,"[""search""]",True,True,3,0.0,"[1,2]",2,0.6666666666666666,[],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,True,False,0.5624999701976776,1.8125,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,4,14,0.2857142857142857,0.0,2.4374999962747097,"[""read""]",True,True,3,0.0,"[2,3]",2,0.6666666666666666,[],"[2,3]","[2,3]",0.6666666666666666,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,True,False,2.3749999701976776,0.06250002607703209,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.33333333333333337,False,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,5,14,0.3571428571428571,1.0,8.00000017581624,"[""search""]",True,True,3,1.0,[],0,0.0,"[1,2,3]","[1,2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,True,False,2.4374999962747097,5.56250017954153,0.0,1.0,0.6666666666666666,-0.6666666666666666,1.0,0.0,True,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,6,14,0.4285714285714285,1.0,1.2500000149011612,"[""search""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,True,False,8.00000017581624,-6.750000160915079,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,7,14,0.5,1.0,-1.2500000149011612,"[""read""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,1.2500000149011612,-2.5000000298023224,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,8,14,0.5714285714285714,1.0,-1.4999999850988388,"[""search""]",True,True,3,1.0,[],0,0.0,[1],[1],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,-1.2500000149011612,-0.2499999701976776,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,9,14,0.6428571428571429,1.0,-1.875,"[""read""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,-1.4999999850988388,-0.3750000149011612,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,10,14,0.7142857142857143,1.0,-1.0000000298023224,"[""search""]",True,True,3,1.0,[],0,0.0,[2],[2],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,-1.875,0.8749999701976776,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,11,14,0.7857142857142857,1.0,-1.4374999701976776,"[""search""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,-1.0000000298023224,-0.4374999403953552,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,12,14,0.8571428571428571,1.0,-1.6874999925494194,"[""search""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,-1.4374999701976776,-0.2500000223517418,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,13,14,0.9285714285714286,1.0,-2.5624999329447746,"[""search""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,False,-1.6874999925494194,-0.8749999403953552,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,14,14,1.0,1.0,-2.1874999925494194,"[""finish""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,True,-2.5624999329447746,0.3749999403953552,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1,13,0.0769230769230769,0.0,-4.624999990686774,"[""search""]",False,False,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,2,13,0.1538461538461538,0.0,0.9999999403953552,"[""read""]",False,False,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,-4.624999990686774,5.6249999310821295,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,13,0.2307692307692307,0.6666666666666666,4.750000141561031,"[""search""]",False,False,3,0.6666666666666666,[],0,0.0,"[1,2]","[1,2]","[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,0.9999999403953552,3.750000201165676,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,13,0.3076923076923077,0.6666666666666666,2.8749999180436134,"[""read""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,4.750000141561031,-1.875000223517418,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,5,13,0.3846153846153846,0.6666666666666666,2.9374999906867743,"[""search""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,2.8749999180436134,0.06250007264316082,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,6,13,0.4615384615384615,0.6666666666666666,1.6249999552965164,"[""read""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,2.9374999906867743,-1.3125000353902578,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,7,13,0.5384615384615384,0.6666666666666666,3.624999933876097,"[""search""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,1.6249999552965164,1.9999999785795808,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,8,13,0.6153846153846154,0.6666666666666666,2.624999947845936,"[""read""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,3.624999933876097,-0.9999999860301614,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,9,13,0.6923076923076923,0.6666666666666666,2.8749999962747097,"[""search""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,2.624999947845936,0.2500000484287739,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,10,13,0.7692307692307693,0.6666666666666666,2.875000089406967,"[""read""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,2.8749999962747097,9.313225746154785e-08,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,11,13,0.8461538461538461,0.6666666666666666,2.249999932944774,"[""search""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,2.875000089406967,-0.625000156462193,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,12,13,0.9230769230769232,0.6666666666666666,2.6250000298023224,"[""read""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,False,2.249999932944774,0.3750000968575482,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,13,13,1.0,0.6666666666666666,4.4999998435378075,"[""finish""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,True,2.6250000298023224,1.874999813735485,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,5,0.2,0.0,-4.0000002179294825,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,5,0.4,0.0,2.1874999962747097,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,False,-4.0000002179294825,6.187500214204192,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,5,0.6,0.5,-0.6875,"[""search""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,False,False,2.1874999962747097,-2.8749999962747097,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,True
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,5,0.8,0.5,2.9999999292194843,"[""read""]",True,False,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,False,-0.6875,3.6874999292194843,0.5,0.0,0.0,0.5,0.5,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,5,5,1.0,1.0,6.625000046333298,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,True,2.9999999292194843,3.6250001171138138,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,1,8,0.125,0.0,-5.375000173225999,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,2,8,0.25,0.0,-4.124999899417162,"[""search""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,False,False,-5.375000173225999,1.250000273808837,0.0,0.0,0.0,0.25,0.0,0.25,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,3,8,0.375,0.0,-7.74999992660014,"[""read""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,False,False,-4.124999899417162,-3.6250000271829776,0.0,0.0,0.25,0.0,0.25,0.0,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,8,0.5,0.0,-0.375,"[""search""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,False,False,-7.74999992660014,7.37499992660014,0.0,0.0,0.25,0.0,0.25,0.0,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,5,8,0.625,0.0,2.2499999925494194,"[""read""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,False,-0.375,2.6249999925494194,0.0,0.0,0.25,-0.25,0.25,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,6,8,0.75,0.0,3.6875000251457095,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,False,2.2499999925494194,1.4375000325962901,0.0,0.0,0.0,0.0,0.25,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,7,8,0.875,0.0,4.187499897554517,"[""read""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,False,3.6875000251457095,0.4999998724088073,0.0,0.0,0.0,0.0,0.25,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,8,8,1.0,0.25,6.749999975843821,"[""finish""]",False,True,4,0.25,[],0,0.0,[4],[4],[4],0.25,[1],"[1,4]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,True,4.187499897554517,2.562500078289304,0.0,0.25,0.0,0.0,0.25,0.25,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,1,16,0.0625,0.0,-5.124999884981662,"[""search""]",False,True,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,2,16,0.125,0.0,0.7500000298023224,"[""search""]",False,True,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,False,-5.124999884981662,5.874999914783984,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,16,0.1875,0.0,1.999999925494194,"[""read""]",False,True,3,0.0,[2],1,0.3333333333333333,[],[2],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,False,0.7500000298023224,1.2499998956918716,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,False,True,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,4,16,0.25,0.6666666666666666,3.4999999329447746,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,"[1,2]","[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,False,1.999999925494194,1.5000000074505806,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,5,16,0.3125,0.6666666666666666,-0.5,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,False,3.4999999329447746,-3.9999999329447746,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,True
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,6,16,0.375,0.6666666666666666,-1.6249999701976776,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,False,-0.5,-1.1249999701976776,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,7,16,0.4375,0.6666666666666666,-2.250000085681677,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,False,-1.6249999701976776,-0.6250001154839993,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,8,16,0.5,0.6666666666666666,-1.6875,"[""search""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,False,-2.250000085681677,0.5625000856816769,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False
