run_question,round,question_id,correct,trajectory_length,ever_positive,first_positive_step,first_positive_tau,first_positive_committed_r,first_positive_visible_r,first_positive_has_current_gold_preview,first_positive_before_committed_full,committed_class_at_first_positive,visible_class_at_first_positive,sign_reversals,crossing_class
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,6,True,3.0,0.5,0.5,0.5,False,True,Partial,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,11,False,,,,,False,False,Never positive,Never positive,0,Never positive
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,15,True,2.0,0.1333333333333333,0.0,0.25,True,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,19,True,2.0,0.1052631578947368,0.0,0.25,True,True,None,Partial,3,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,False,19,True,3.0,0.1578947368421052,0.25,0.25,False,True,Partial,Partial,3,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,False,15,True,2.0,0.1333333333333333,0.0,0.3333333333333333,True,True,None,Partial,2,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,8,True,2.0,0.25,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,False,3,True,2.0,0.6666666666666666,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,False,6,True,3.0,0.5,0.25,0.25,False,True,Partial,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,False,6,True,3.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,True,5,True,2.0,0.4,0.0,1.0,True,True,None,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,True,12,True,6.0,0.5,0.0,0.25,False,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,False,13,True,3.0,0.2307692307692307,0.3333333333333333,0.3333333333333333,False,True,Partial,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,False,9,False,,,,,False,False,Never positive,Never positive,0,Never positive
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,False,10,True,2.0,0.2,0.0,0.25,True,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,False,12,True,5.0,0.4166666666666667,0.25,0.25,False,True,Partial,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,False,6,True,3.0,0.5,0.0,0.0,False,True,None,None,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,True,6,True,4.0,0.6666666666666666,0.5,0.5,False,True,Partial,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,False,7,True,3.0,0.4285714285714285,0.0,0.0,False,True,None,None,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,True,11,True,2.0,0.1818181818181818,0.0,1.0,True,True,None,Complete,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,False,6,True,2.0,0.3333333333333333,0.0,0.25,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,True,5,True,4.0,0.8,0.5,1.0,True,True,Partial,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,False,7,True,2.0,0.2857142857142857,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,False,4,True,2.0,0.5,0.0,0.0,False,True,None,None,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,False,10,True,2.0,0.2,0.0,0.0,False,True,None,None,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,True,8,True,3.0,0.375,0.0,0.25,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,False,5,True,2.0,0.4,0.0,0.25,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,True,6,True,2.0,0.3333333333333333,0.0,0.0,False,True,None,None,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,True,7,True,2.0,0.2857142857142857,0.0,0.25,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,False,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,True,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,True,8,True,2.0,0.25,0.0,0.25,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,False,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,14,True,4.0,0.2857142857142857,0.0,1.0,True,True,None,Complete,2,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,3,True,3.0,1.0,0.5,0.5,False,True,Partial,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,False,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,False,9,True,4.0,0.4444444444444444,0.25,0.5,False,True,Partial,Partial,2,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,11,True,2.0,0.1818181818181818,0.0,0.25,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,False,22,True,4.0,0.1818181818181818,0.5,0.5,False,True,Partial,Partial,3,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,True,5,True,2.0,0.4,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,False,10,True,3.0,0.3,0.25,0.5,True,True,Partial,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,6,True,4.0,0.6666666666666666,0.75,0.75,False,True,Partial,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,False,9,True,3.0,0.3333333333333333,0.0,0.75,True,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,11,True,3.0,0.2727272727272727,0.5,0.5,False,True,Partial,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,False,9,True,2.0,0.2222222222222222,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,False,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,False,9,True,3.0,0.3333333333333333,0.25,0.25,False,True,Partial,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,True,5,True,2.0,0.4,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,True,7,True,2.0,0.2857142857142857,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,False,7,True,2.0,0.2857142857142857,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,False,17,True,2.0,0.1176470588235294,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,False,9,True,2.0,0.2222222222222222,0.0,0.0,False,True,None,None,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,False,4,True,2.0,0.5,0.0,0.0,False,True,None,None,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,True,13,True,3.0,0.2307692307692307,0.5,0.5,False,True,Partial,Partial,1,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,False,8,True,2.0,0.25,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,19,True,3.0,0.1578947368421052,0.0,0.6666666666666666,True,True,None,Partial,2,Reversal
Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,14,True,2.0,0.1428571428571428,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,False,4,True,3.0,0.75,0.0,0.75,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,14,True,2.0,0.1428571428571428,0.0,0.3333333333333333,True,True,None,Partial,2,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,15,True,6.0,0.4,0.25,0.75,True,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,9,False,,,,,False,False,Never positive,Never positive,0,Never positive
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,13,True,2.0,0.1538461538461538,0.0,0.25,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,26,True,2.0,0.0769230769230769,0.0,0.25,True,True,None,Partial,3,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,False,17,True,3.0,0.1764705882352941,0.0,0.75,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,False,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,False,5,True,2.0,0.4,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
