round,question_id,decision_step,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,6,4,0.25,[],0,0.0,[],[],[1],0.25,"[1,2]","[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,7,4,0.25,[],0,0.0,[],[],[1],0.25,"[1,2]","[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,8,4,0.25,[],0,0.0,[],[],[1],0.25,"[1,2]","[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,9,4,0.25,[],0,0.0,[],[],[1],0.25,"[1,2]","[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,3,2,0.0,[2],1,0.5,[],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,4,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,4,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,5,2,1.0,[],0,0.0,[2],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,6,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,7,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,8,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,2,4,0.0,[2],1,0.25,[],[2],[2],0.25,[2],[2],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,3,4,0.0,[2],1,0.25,[],[2],[2],0.25,[2],[2],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,4,0.0,[1],1,0.25,[],[1],[1],0.25,"[1,2]","[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,5,4,0.75,[],0,0.0,"[1,2,3]","[1,2,3]","[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,6,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,7,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,8,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,9,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,10,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,11,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,12,4,0.75,[],0,0.0,[],[1],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,13,4,0.75,[],0,0.0,[],[],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,3,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,4,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,3,4,0.0,"[1,2,3]",3,0.75,[],"[1,2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,4,0.5,[3],1,0.25,"[1,2]","[1,2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,5,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,6,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,7,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,8,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,9,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,10,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,4,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,5,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[1],"[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,3,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,4,2,0.5,[1],1,0.5,[2],"[1,2]","[1,2]",1.0,[1],"[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,3,2,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,4,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,5,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,6,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,7,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,8,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,3,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,4,2,0.5,[],0,0.0,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,5,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,3,3,0.3333333333333333,[],0,0.0,[1],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,4,3,0.3333333333333333,[2],1,0.3333333333333333,[],[2],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,5,3,0.3333333333333333,"[2,3]",2,0.6666666666666666,[],"[2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,6,3,0.6666666666666666,[2],1,0.3333333333333333,[3],"[2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,7,3,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,4,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,5,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,3,4,0.25,[],0,0.0,[1],[1],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,4,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,5,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,6,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,7,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,8,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,3,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,4,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,2,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,3,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,3,0.0,"[1,2]",2,0.6666666666666666,[],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,4,3,0.3333333333333333,[2],1,0.3333333333333333,[1],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,5,3,0.3333333333333333,"[2,3]",2,0.6666666666666666,[],"[2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,6,3,1.0,[],0,0.0,"[2,3]","[2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,4,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,5,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,2,0.0,[2],1,0.5,[],[2],[2],0.5,[2],[2],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,3,2,0.0,[1],1,0.5,[],[1],[1],0.5,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,4,2,0.0,[2],1,0.5,[],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,5,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,2,3,0.0,[2],1,0.3333333333333333,[],[2],[2],0.3333333333333333,[2],[2],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,3,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,4,3,0.3333333333333333,[],0,0.0,[1],[1],[1],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,5,3,0.3333333333333333,[2],1,0.3333333333333333,[],[2],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,6,3,0.6666666666666666,[],0,0.0,[2],[2],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,7,3,0.6666666666666666,[3],1,0.3333333333333333,[],[3],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,8,3,1.0,[],0,0.0,[3],[3],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,3,2,0.0,[2],1,0.5,[],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,4,2,0.5,[],0,0.0,[2],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,5,2,1.0,[],0,0.0,[1],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,6,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,7,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,3,3,0.3333333333333333,[],0,0.0,[1],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,4,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,5,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,6,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,7,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,8,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,9,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,10,3,0.6666666666666666,[],0,0.0,[2],[2],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,11,3,0.6666666666666666,[3],1,0.3333333333333333,[],[3],"[1,2,3]",1.0,"[1,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,12,3,1.0,[],0,0.0,[3],[3],"[1,2,3]",1.0,"[1,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,3,3,0.0,[2],1,0.3333333333333333,[],[2],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,4,3,0.6666666666666666,[],0,0.0,"[1,2]","[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,5,3,0.6666666666666666,[3],1,0.3333333333333333,[],[3],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,6,3,1.0,[],0,0.0,[3],[3],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,3,4,0.25,[],0,0.0,[1],[1],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,4,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,5,4,0.5,[],0,0.0,[2],[2],"[1,2]",0.5,[1],"[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,6,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,[1],"[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,7,4,0.5,[],0,0.0,[2],[2],"[1,2]",0.5,[1],"[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,8,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,[1],"[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,9,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,[1],"[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,10,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,[1],"[1,2]",0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,11,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,[1],"[1,2]",0.5
