round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,terminal,prev_native_s,delta_native_s,prev_committed_r,delta_committed_r,prev_current_preview_coverage,delta_current_preview_coverage,prev_ever_seen_or_committed_coverage,delta_ever_seen_or_committed_coverage,full_committed,current_preview_any,prev_native_positive,reversal,p,tau2,full,round2,round3
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,22,22,1.0,0.6666666666666666,-3.8750000540167098,"[""finish""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,True,-2.437500022351742,-1.437500031664968,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False,0.02033235226670271,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,11,11,1.0,1.0,0.625,"[""finish""]",False,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,True,True,-4.062500092200935,4.687500092200935,0.5,0.5,0.0,0.0,0.5,0.5,True,False,False,False,0.6513548646660542,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,3,3,1.0,1.0,8.562499780440703,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,True,True,1.0,7.562499780440703,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9998088956421715,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,3,1.0,1.0,8.562499959130946,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,True,True,3.250000024214387,5.312499934916559,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9998088956763136,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,3,3,1.0,0.5,3.374999998137355,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,True,3.125000035390258,0.249999962747097,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9669140215517075,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,4,4,1.0,1.0,7.999999999097781,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,True,2.250000089406967,5.749999909690814,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.999664649869231,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,4,4,1.0,1.0,8.250000214313332,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,True,3.312499964609742,4.937500249703589,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9997388097368662,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,7,7,1.0,0.75,4.874999836087227,"[""finish""]",False,True,4,0.75,[],0,0.0,"[2,3]","[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,1.7499999776482582,3.1249998584389687,0.5,0.25,0.25,-0.25,0.75,0.0,False,False,True,False,0.9924227574995436,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,5,5,1.0,1.0,5.31250013737008,"[""finish""]",False,False,2,1.0,[],0,0.0,[2],"[1,2]","[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,True,2.874999985098839,2.437500152271241,0.5,0.5,0.0,0.0,0.5,0.5,True,False,True,False,0.9950945949648283,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,7,7,1.0,1.0,6.499999821186066,"[""finish""]",False,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,True,2.187500014901161,4.3124998062849045,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9984988174752337,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,3,3,1.0,0.5,8.812499952371581,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,True,True,2.562499936670065,6.2500000157015165,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9998511615103393,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,6,6,1.0,1.0,7.437499996711267,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,True,2.5625000707805157,4.8749999259307515,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9994115911795091,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,6,6,1.0,1.0,5.3124999206047505,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,True,3.625000002793968,1.6874999178107828,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9950945939067225,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,11,11,1.0,1.0,8.812499952888174,"[""finish""]",True,False,4,1.0,[],0,0.0,[],[],"[1,2,3,4]",1.0,"[1,2,3,4]","[1,2,3,4]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,True,4.937499971129,3.8749999817591743,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9998511615104161,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,23,23,1.0,0.5,2.875000063329935,"[""finish""]",False,False,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,True,True,1.1249999701976776,1.7500000931322577,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False,0.9465966734015935,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,6,6,1.0,1.0,6.562499995576218,"[""finish""]",True,False,3,1.0,[],0,0.0,"[2,3]","[2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,True,True,1.5000000298023224,5.062499965773895,0.3333333333333333,0.6666666666666667,0.3333333333333333,-0.3333333333333333,1.0,0.0,True,False,True,False,0.9985896414971517,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,3,3,1.0,1.0,7.937500124535291,"[""finish""]",True,True,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,True,True,1.5000000223517418,6.437500102183549,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9996430294094019,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,9,9,1.0,0.25,5.6250000653089955,"[""finish""]",False,True,4,0.25,[],0,0.0,[],[],[1],0.25,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,True,True,2.3750000037252903,3.2500000615837052,0.25,0.0,0.0,0.0,0.5,0.0,False,False,True,False,0.9964063976524311,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,4,4,1.0,1.0,8.437499964347808,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,True,0.25,8.187499964347808,0.0,1.0,0.5,-0.5,1.0,0.0,True,False,True,False,0.9997834559423864,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,8,8,1.0,1.0,4.0624998938292265,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,True,True,4.437500003259629,-0.3750001094304025,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.983085084967781,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,13,13,1.0,0.75,-1.3125000223517418,"[""finish""]",False,True,4,0.75,[],0,0.0,[],[],"[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,True,-0.6875000298023224,-0.6249999925494194,0.75,0.0,0.0,0.0,0.75,0.0,False,False,False,False,0.21206880062222708,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,4,4,1.0,1.0,7.312499927676981,"[""finish""]",False,True,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,True,True,1.4999999776482582,5.812499950028723,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9993332976425705,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,10,10,1.0,0.5,2.6249999962747097,"[""finish""]",False,True,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,True,4.250000051688403,-1.6250000554136932,0.5,0.0,0.0,0.0,0.75,0.0,False,False,True,False,0.9324533086257366,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,5,5,1.0,1.0,5.250000007683411,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,True,True,2.6874999552965164,2.562500052386895,0.5,0.5,0.0,0.0,0.5,0.5,True,False,True,False,0.9947798743463406,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,4,4,1.0,0.5,5.749999800696969,"[""finish""]",False,True,2,0.5,[1],1,0.5,[2],"[1,2]","[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,True,2.5,3.249999800696969,0.0,0.5,0.5,0.0,0.5,0.5,False,True,True,False,0.9968273165271956,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,8,8,1.0,0.5,-2.187499985098839,"[""finish""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,True,-1.8749998807907104,-0.3125001043081283,0.5,0.0,0.0,0.0,0.5,0.0,False,False,False,False,0.10087862408162354,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,3,3,1.0,0.0,7.562499898369424,"[""finish""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,True,1.7499999850988388,5.812499913270585,0.0,0.0,0.5,0.0,0.5,0.0,False,True,True,False,0.9994806950827552,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,5,5,1.0,0.5,5.499999887659214,"[""finish""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,True,True,3.4374999199062586,2.062499967752956,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False,0.9959298618287225,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,7,7,1.0,1.0,6.187500000174623,"[""finish""]",False,True,3,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,True,True,3.7500000121071935,2.4374999880674295,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.0,True,False,True,False,0.99794925646044,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,5,5,1.0,1.0,7.687500054467819,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,True,True,3.68749990593642,4.000000148531399,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9995416871243168,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,8,8,1.0,0.25,5.562500037252903,"[""finish""]",False,True,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,True,True,1.8750000596046448,3.687499977648258,0.25,0.0,0.0,0.0,0.25,0.0,False,False,True,False,0.9961755164972911,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,4,4,1.0,0.5,6.749999994819518,"[""finish""]",False,True,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,True,True,1.7500000074505806,4.999999987368938,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.998830489728893,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,3,3,1.0,1.0,7.562500077445293,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,True,True,2.437499914318323,5.12500016312697,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9994806951757019,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,6,6,1.0,1.0,5.624999911291525,"[""finish""]",True,False,3,1.0,[],0,0.0,"[2,3]","[2,3]","[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,True,True,4.124999918974936,1.4999999923165888,0.3333333333333333,0.6666666666666667,0.6666666666666666,-0.6666666666666666,1.0,0.0,True,False,True,False,0.9964063971009424,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,5,5,1.0,1.0,6.562499934399966,"[""finish""]",False,True,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,True,True,3.4999999394640326,3.0624999949359335,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9985896414109929,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,5,5,1.0,1.0,9.062499947744072,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,True,True,-0.5624999850988388,9.624999932842911,0.0,1.0,0.5,-0.5,1.0,0.0,True,False,False,False,0.999884080650757,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,8,8,1.0,1.0,7.437500055850251,"[""finish""]",False,True,3,1.0,[],0,0.0,[3],[3],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,True,True,3.999999930150807,3.4375001256994437,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.0,True,False,True,False,0.9994115912142865,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,7,7,1.0,1.0,7.249999954452505,"[""finish""]",False,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,True,True,7.12500002636807,0.1249999280844349,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9992903295685986,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,12,12,1.0,1.0,5.250000159954652,"[""finish""]",False,True,3,1.0,[],0,0.0,[3],[3],"[1,2,3]",1.0,"[1,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,True,True,2.6249999590218067,2.6250002009328455,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.0,True,False,True,False,0.9947798751370661,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,6,6,1.0,1.0,5.937500177766196,"[""finish""]",True,False,3,1.0,[],0,0.0,[3],[3],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,True,True,3.0624999292194843,2.875000248546712,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.0,True,False,True,False,0.9973683264917069,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,13,13,1.0,0.5,5.062499824678525,"[""finish""]",False,False,4,0.5,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,True,True,4.250000094994903,0.8124997296836227,0.5,0.0,0.0,0.25,0.5,0.0,False,True,True,False,0.9937100967672887,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,4,4,1.0,1.0,7.374999839405064,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,True,True,2.937500048428774,4.4374997909762905,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9993736657413675,1.0,1.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,5,5,1.0,0.5,6.687499890162144,"[""finish""]",False,False,2,0.5,[2],1,0.5,[],"[1,2]","[1,2]",1.0,[2],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,True,True,3.0625000074505806,3.6249998827115633,0.5,0.0,0.5,0.0,1.0,0.0,False,True,True,False,0.9987551565613508,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,7,7,1.0,0.3333333333333333,3.7499999525025487,"[""finish""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,True,True,1.0,2.7499999525025487,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,False,False,True,False,0.9770226290236846,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,4,4,1.0,0.5,5.62499990593642,"[""finish""]",False,False,2,0.5,[],0,0.0,[2],[2],[2],0.5,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,True,True,0.4375,5.18749990593642,0.0,0.5,0.5,-0.5,1.0,0.0,False,False,True,False,0.9964063970817675,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,12,12,1.0,0.6666666666666666,-4.24999996740371,"[""finish""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,True,-4.1250001564621925,-0.1249998109415173,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False,0.014063627495220473,1.0,0.0,0.0,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,14,14,1.0,1.0,-2.1874999925494194,"[""finish""]",True,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,True,-2.562499932944774,0.3749999403953552,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,0.10087862340584003,1.0,1.0,0.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,13,13,1.0,0.6666666666666666,4.4999998435378075,"[""finish""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,True,True,2.6250000298023224,1.874999813735485,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False,0.9890130556692526,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,5,5,1.0,1.0,6.625000046333298,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,True,2.9999999292194843,3.6250001171138138,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9986749776440981,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,8,8,1.0,0.25,6.749999975843821,"[""finish""]",False,True,4,0.25,[],0,0.0,[4],[4],[4],0.25,[1],"[1,4]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,True,4.187499897554517,2.562500078289304,0.0,0.25,0.0,0.0,0.25,0.25,False,False,True,False,0.9988304897067265,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,16,16,1.0,0.6666666666666666,-2.625000067055226,"[""finish""]",False,True,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,True,-3.3124999683350325,0.6874999012798071,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,False,False,0.06754668691621378,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,3,3,1.0,0.5,7.500000035623088,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,True,2.499999903142452,5.000000132480636,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9994472213827571,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,5,5,1.0,1.0,6.499999940977432,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,True,2.8750000335276127,3.624999907449819,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9984988176547924,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,6,6,1.0,1.0,8.875000249026925,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,True,5.249999838415533,3.625000410611392,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9998601779591674,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,4,4,1.0,1.0,8.125000163709046,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,True,3.2499999590218067,4.87500020468724,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9997040429349234,1.0,1.0,1.0,0.0
